source,source_id,title,description,annex_domain,actor_role,system_pattern,rights,harms,notes,llm_v2_annex_domain,llm_v2_system_pattern,llm_v2_rights,llm_v2_harms,llm_v2_confidence,llm_v2_rationale,hybrid_v2_annex_domain,hybrid_v2_system_pattern,scenario_id,scenario_name
AIAAIC,AIAAIC1609,France welfare fraud detection algorithm accused of exacerbating inequality,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/cnaf-fraud-detection-algorithm-accused-of-exacerbating-inequality | France welfare fraud detection algorithm accused of exacerbating inequality Govt - welfare Detect fraud Accountability; Accuracy/reliability; Bias/discrimination; Transparency Risk assessment algorithm; Machine learning,essential_services,deployer,profiling_scoring,non_discrimination;access_social_protection;good_administration,other,Auto annotation v0.5 expansion,essential_services,profiling_scoring,non_discrimination;good_administration;access_social_protection,unfair_exclusion;procedural_unfairness,0.9,"The system used a risk assessment algorithm to detect welfare fraud, impacting eligibility for public assistance. It involved profiling/scoring, with concerns about bias and transparency affecting social protection access.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC1389,Legal challenge launched against 'discriminatory' sham marriage algorithm,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/legal-challenge-launched-against-discriminatory-sham-marriage-algorithm | Legal challenge launched against 'discriminatory' sham marriage algorithm Govt - immigration Detect sham marriages Accountability; Bias/discrimination; Transparency Machine learning,essential_services,deployer,not_llm,non_discrimination;good_administration,other,Auto annotation v0.5 expansion,unknown,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.85,"The system used machine learning to profile and detect sham marriages, indicating profiling/scoring. The legal challenge highlights issues of discrimination and lack of transparency, affecting fairness and due process.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC1551,Danish child protection algorithm criticised for age discrimination,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/danish-child-protection-algorithm-criticised-for-age-discrimination | Danish child protection algorithm criticised for age discrimination Govt - welfare Assess child abuse risk Accuracy/reliability; Bias/discrimination Prediction algorithm; Machine learning,essential_services,deployer,profiling_scoring,non_discrimination;access_social_protection,other,Auto annotation v0.5 expansion,essential_services,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The algorithm assessed risk of child abuse, impacting child protection decisions, thus fitting essential services. It used profiling/scoring to predict risk, and was criticised for age discrimination, indicating bias and lack of fairness.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC1578,Allegheny child neglect screening system unfairly flags Blacks for investigation,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/allegheny-child-neglect-screening-system-unfairly-flags-blacks | Allegheny child neglect screening system unfairly flags Blacks for investigation Govt - welfare Predict child neglect/abuse Accuracy/reliability; Bias/discrimination Prediction algorithm,essential_services,deployer,profiling_scoring,non_discrimination;access_social_protection,other,Auto annotation v0.5 expansion,essential_services,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.95,"The system is used for child protection decisions, impacting essential services. It employs profiling/scoring to predict child neglect, with evidence of bias against Black individuals leading to unfair investigations.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC1579,Allegheny child neglect screening tool may harden bias against people with disabilities,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/allegheny-child-neglect-screening-tool-may-harden-bias-against-the-disabled | Allegheny child neglect screening tool may harden bias against people with disabilities Govt - welfare Predict child neglect/abuse Accuracy/reliability; Bias/discrimination Prediction algorithm,essential_services,deployer,profiling_scoring,non_discrimination;access_social_protection,other,Auto annotation v0.5 expansion,essential_services,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The tool is used in child protection decisions, affecting access to essential services. It employs profiling/scoring to predict neglect, with concerns about bias against disabled individuals indicating discrimination and procedural unfairness.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC1183,Family-Match adoption algorithm fails to live up to promises,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/adoption-algorithm-fails-to-live-up-to-matchmaking-promises | Family-Match adoption algorithm fails to live up to promises Govt - welfare Predict adoption effectiveness Accuracy/reliability; Transparency Prediction algorithm; Machine learning,essential_services,deployer,profiling_scoring,access_social_protection;good_administration,other,Auto annotation v0.5 expansion,essential_services,profiling_scoring,good_administration,misinformation_error;procedural_unfairness,0.85,"The Family-Match system is used in the context of welfare services to predict adoption matches, impacting child protection decisions. It uses a prediction algorithm, indicating profiling/scoring, and issues with accuracy and transparency suggest misinformation and procedural unfairness.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC0265,UK visa applications streaming,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/uk-visa-applications-filtering-racism | UK visa applications streaming Govt - immigration Assess visa applications Bias/discrimination - race, ethnicity Risk assessment algorithm",essential_services,deployer,profiling_scoring,non_discrimination,other,Auto annotation v0.5 expansion,essential_services,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The system used risk assessment algorithms to filter visa applications, impacting immigration decisions and access to services. Evidence of racial and ethnic bias indicates profiling/scoring with discriminatory outcomes.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC0886,Allegheny County child neglect screening system,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/allegheny-county-child-neglect-screening | Allegheny County child neglect screening system Govt - welfare Predict child neglect/abuse Accuracy/reliability; Bias/discrimination - race, ethnicity, disability Prediction algorithm",essential_services,deployer,profiling_scoring,non_discrimination;access_social_protection,other,Auto annotation v0.5 expansion,essential_services,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The system is used for child protection decisions, impacting essential services. It uses profiling/scoring to predict neglect, with concerns about bias and lack of transparency in decision-making.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC0863,Microsoft Plataforma Tecnológica de Intervención Social,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/microsoft-plataforma-tecnol%C3%B3gica-de-intervenci%C3%B3n-social | Microsoft Plataforma Tecnológica de Intervención Social Govt - welfare; Govt - health Predict teenager pregnancy Accuracy/reliability; Alignment; Bias/discrimination - income; Effectiveness/value; Privacy  Prediction algorithm; Personality analysis ,essential_services,deployer,profiling_scoring,non_discrimination;privacy_data_protection;access_social_protection,other,Auto annotation v0.5 expansion,essential_services,profiling_scoring,non_discrimination;privacy_data_protection;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The system was used to predict teenage pregnancy, impacting access to social and health services, fitting Annex III(5a). It involved profiling/scoring individuals, raising concerns about bias, privacy, and transparency.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC0793,South Korea immigration shares travellers' facial data without consent,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/s-korea-immigration-facial-recognition-sharing | South Korea immigration shares travellers' facial data without consent Govt - immigration Identify travellers; Predict security breaches Privacy/surveillance; Transparency Facial recognition,essential_services,deployer,profiling_scoring,privacy_data_protection;good_administration,other,Auto annotation v0.5 expansion,unknown,surveillance_monitor,privacy_data_protection,privacy_breach,0.85,"The incident involves unauthorized sharing of facial recognition data, indicating a surveillance monitoring system. However, the domain is unclear as it pertains to immigration and security, which do not fit neatly into Annex III categories.",essential_services,surveillance_monitor,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC0339,Poland forced to scrap unemployed worker profiling system,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/poland-forced-to-scrap-unemployed-worker-profiling-system | Poland forced to scrap unemployed worker profiling system Govt - employment Assess unemployed worker support needs Alignment; Bias/discrimination; Fairness; Privacy/surveillance Prediction algorithm,employment,deployer,profiling_scoring,non_discrimination;privacy_data_protection,other,Auto annotation v0.5 expansion,employment,profiling_scoring,non_discrimination;privacy_data_protection;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The system profiled unemployed workers to assess support needs, impacting employment-related decisions. It involved profiling/scoring, raising concerns about bias, privacy, and fairness in decision-making.",employment,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
USFED,Stratification Tool for Opioid Risk Mitigation (STORM) predictive model ,Stratification Tool for Opioid Risk Mitigation (STORM) predictive model ,,unknown,deployer,unknown,other,other,Auto annotation v0.5 USFED expansion,unknown,profiling_scoring,unknown,unknown,0.6,"The STORM tool is a predictive model used to assess opioid risk, fitting the profiling_scoring pattern. Without further details, it's unclear if it impacts employment or essential services, or what specific rights or harms are involved.",unknown,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
